641,3
642,3
643,3
644,2
645,5
646,3
647,5
648,3
649,2
650,3
651,2
652,3
653,1
654,4
655,3
656,2
657,2
658,6
659,2
660,0
661,6
662,3
663,0
664,0
665,6
666,6
667,5
668,2
669,4
670,6
671,0
672,6
673,5
674,1
675,6
676,4
677,3
678,1
679,3
680,3
681,3
682,6
683,5
684,3
685,3
686,3
687,3
688,4
689,3
690,1
691,2
692,5
693,2
694,6
695,1
696,6
697,2
698,3
699,2
700,6
701,3
702,6
703,4
704,0
705,6
706,0
707,2
708,3
709,4
710,5
711,6
712,0
713,1
714,0
715,2
716,6
717,2
718,4
719,5
720,2
721,6
722,3
723,1
724,1
725,0
726,0
727,4
728,3
729,4
730,6
731,6
732,0
733,3
734,0
735,6
736,2
737,6
738,0
739,5
740,6
741,2
742,0
743,6
744,2
745,3
746,0
747,4
748,4
749,4
750,6
751,0
752,5
753,3
754,5
755,2
756,6
757,2
758,0
759,0
760,0
761,4
762,6
763,0
764,0
765,3
766,5
767,5
768,3
769,3
770,6
771,6
772,2
773,0
774,4
775,1
776,6
777,2
778,1
779,5
780,2
781,6
782,4
783,4
784,6
785,4
786,2
787,3
788,6
789,6
790,6
791,3
792,0
793,4
794,5
795,5
796,5
797,0
798,1
799,6
800,3
801,6
802,0
803,6
804,6
805,3
806,1
807,3
808,2
809,0
810,2
811,5
812,2
813,3
814,5
815,3
816,3
817,4
818,1
819,6
820,6
821,1
822,6
823,2
824,2
825,6
826,2
827,4
828,2
829,2
830,0
831,6
832,1
833,0
834,6
835,5
836,6
837,3
838,5
839,6
840,5
841,2
842,4
843,6
844,4
845,2
846,4
847,5
848,2
849,5
850,0
851,2
852,4
853,0
854,5
855,0
856,5
857,2
858,2
859,6
860,6
861,2
862,6
863,3
864,0
865,2
866,6
867,3
868,4
869,2
870,6
871,6
872,2
873,2
874,6
875,6
876,6
877,6
878,2
879,3
880,0
881,2
882,2
883,1
884,2
885,1
886,3
887,4
888,4
889,6
890,3
891,6
892,2
893,6
894,0
895,3
896,0
897,0
898,4
899,0
900,6
901,4
902,3
903,2
904,0
905,1
906,2
907,0
908,0
909,0
910,2
911,4
912,4
913,1
914,2
915,4
916,0
917,6
918,5
919,5
920,6
921,3
922,4
923,2
924,0
925,3
926,0
927,0
928,1
929,2
930,0
931,4
932,0
933,5
934,4
935,6
936,3
937,5
938,2
939,1
940,0
941,0
942,3
943,4
944,1
945,1
946,3
947,1
948,3
949,6
950,6
951,5
952,4
953,0
954,2
955,6
956,6
957,1
958,0
959,2
960,5
961,6
962,6
963,6
964,3
965,2
966,6
967,1
968,3
969,0
970,0
971,0
972,5
973,2
974,4
975,6
976,4
977,6
978,0
979,4
980,3
981,3
982,6
983,6
984,5
985,2
986,3
987,5
988,5
989,3
990,0
991,3
992,2
993,2
994,0
995,2
996,3
997,4
998,6
999,4
1000,2
1001,5
1002,3
1003,0
1004,0
1005,6
1006,5
1007,6
1008,1
1009,6
1010,0
1011,5
1012,4
1013,0
1014,6
1015,2
1016,4
1017,6
1018,4
1019,2
1020,6
1021,0
1022,6
1023,4
1024,5
1025,3
1026,6
1027,4
1028,6
1029,6
1030,4
1031,3
1032,2
1033,6
1034,2
1035,2
1036,6
1037,6
1038,5
1039,6
1040,2
1041,2
1042,0
1043,3
1044,6
1045,4
1046,1
1047,4
1048,2
1049,5
1050,2
1051,2
1052,1
1053,3
1054,3
1055,6
1056,6
1057,6
1058,5
1059,0
1060,2
1061,0
1062,3
1063,2
1064,0
1065,3
1066,6
1067,5
1068,1
1069,6
1070,0
1071,3
1072,2
1073,2
1074,5
1075,1
1076,4
1077,2
1078,0
1079,1
1080,2
1081,0
1082,3
1083,2
1084,2
1085,2
1086,5
1087,6
1088,2
1089,2
1090,2
1091,1
1092,6
1093,5
1094,2
1095,1
1096,5
1097,6
1098,2
1099,4
1100,3
1101,4
1102,6
1103,4
1104,6
1105,2
1106,0
1107,0
1108,1
1109,6
1110,4
1111,0
1112,2
1113,6
1114,4
1115,4
1116,5
1117,4
1118,2
1119,6
1120,3
1121,3
1122,2
1123,2
1124,2
1125,3
1126,3
1127,5
1128,1
1129,2
1130,3
1131,5
1132,6
1133,3
1134,0
1135,0
1136,4
1137,0
1138,3
1139,6
1140,3
1141,6
1142,5
1143,0
1144,1
1145,4
1146,6
1147,0
1148,0
1149,6
1150,3
1151,4
1152,5
1153,2
1154,4
1155,3
1156,5
1157,6
1158,0
1159,2
1160,4
1161,0
1162,2
1163,1
1164,6
1165,3
1166,4
1167,3
1168,6
1169,3
1170,1
1171,4
1172,6
1173,3
1174,2
1175,4
1176,2
1177,6
1178,2
1179,0
1180,6
1181,2
1182,5
1183,6
1184,5
1185,1
1186,5
1187,4
1188,1
1189,5
1190,4
1191,5
1192,6
1193,3
1194,4
1195,4
1196,2
1197,2
1198,4
1199,3
1200,0
1201,4
1202,2
1203,0
1204,2
1205,3
1206,6
1207,3
1208,3
1209,0
1210,3
1211,4
1212,2
1213,6
1214,2
1215,3
1216,0
1217,0
1218,4
1219,3
1220,3
1221,3
1222,5
1223,6
1224,4
1225,3
1226,6
1227,6
1228,4
1229,6
1230,0
1231,3
1232,0
1233,1
1234,0
1235,3
1236,2
1237,3
1238,2
1239,6
1240,2
1241,6
1242,4
1243,6
1244,6
1245,0
1246,1
1247,6
1248,2
1249,2
1250,0
1251,0
1252,6
1253,0
1254,6
1255,3
1256,5
1257,5
1258,5
1259,5
1260,4
1261,4
1262,0
1263,6
1264,6
1265,3
1266,3
1267,0
1268,4
1269,2
1270,4
1271,6
1272,0
1273,6
1274,0
1275,2
1276,4
1277,6
1278,4
1279,1
1280,2
1281,4
1282,4
1283,6
1284,4
1285,4
1286,3
1287,3
1288,1
1289,6
1290,0
1291,3
1292,6
1293,6
1294,3
1295,1
1296,3
1297,0
1298,3
1299,0
1300,6
1301,0
1302,6
1303,6
1304,4
1305,5
1306,6
1307,3
1308,2
1309,2
1310,6
1311,3
1312,0
1313,5
1314,6
1315,5
1316,6
1317,3
1318,5
1319,6
1320,6
1321,0
1322,2
1323,6
1324,2
1325,2
1326,3
1327,1
1328,6
1329,6
1330,4
1331,5
1332,0
1333,5
1334,3
1335,2
1336,0
1337,0
1338,6
1339,0
1340,1
1341,2
1342,3
1343,5
1344,5
1345,6
1346,5
1347,3
1348,6
1349,2
1350,5
1351,4
1352,0
1353,6
1354,4
1355,0
1356,3
1357,5
1358,6
1359,6
1360,5
1361,5
1362,5
1363,6
1364,1
1365,1
1366,2
1367,6
1368,3
1369,6
1370,1
1371,3
1372,4
1373,2
1374,1
1375,4
1376,3
1377,6
1378,0
1379,1
1380,3
1381,0
1382,3
1383,6
1384,5
1385,2
1386,4
1387,3
1388,6
1389,5
1390,3
1391,2
1392,2
1393,6
1394,2
1395,6
1396,5
1397,3
1398,3
1399,4
1400,2
1401,4
1402,2
1403,6
1404,2
1405,1
1406,2
1407,4
1408,3
1409,5
1410,2
1411,2
1412,2
1413,0
1414,4
1415,6
1416,1
1417,2
1418,5
1419,3
1420,6
1421,5
1422,4
1423,1
1424,4
1425,4
1426,1
1427,4
1428,4
1429,3
1430,6
1431,6
1432,3
1433,3
1434,4
1435,6
1436,5
1437,5
1438,2
1439,4
1440,0
1441,6
1442,2
1443,5
1444,3
1445,0
1446,0
1447,3
1448,3
1449,2
1450,2
1451,4
1452,1
1453,2
1454,2
1455,2
1456,2
1457,6
1458,2
1459,6
1460,2
1461,2
1462,5
1463,4
1464,0
1465,4
1466,2
1467,2
1468,5
1469,6
1470,4
1471,2
1472,2
1473,3
1474,2
1475,4
1476,0
1477,2
1478,3
1479,6
1480,4
1481,4
1482,3
1483,6
1484,4
1485,4
1486,3
1487,3
1488,3
1489,6
1490,0
1491,0
1492,0
1493,6
1494,6
1495,6
1496,1
1497,1
1498,6
1499,2
1500,2
1501,0
1502,0
1503,3
1504,0
1505,3
1506,6
1507,3
1508,3
1509,3
1510,6
1511,6
1512,5
1513,6
1514,1
1515,6
1516,5
1517,6
1518,2
1519,6
1520,2
1521,5
1522,3
1523,6
1524,6
1525,0
1526,6
1527,4
1528,6
1529,0
1530,6
1531,6
1532,2
1533,4
1534,4
1535,3
1536,2
1537,5
1538,1
1539,2
1540,0
1541,6
1542,6
1543,4
1544,2
1545,3
1546,3
1547,3
1548,2
1549,5
1550,3
1551,2
1552,4
1553,6
1554,2
1555,6
1556,3
1557,6
1558,3
1559,2
1560,3
1561,0
1562,5
1563,6
1564,3
1565,4
1566,0
1567,0
1568,0
1569,3
1570,0
1571,2
1572,2
1573,5
1574,0
1575,6
1576,3
1577,6
1578,2
1579,3
1580,1
1581,1
1582,6
1583,5
1584,1
1585,3
1586,5
1587,3
1588,5
1589,4
1590,3
1591,4
1592,6
1593,4
1594,1
1595,6
1596,3
1597,6
1598,1
1599,1
1600,5
1601,5
1602,0
1603,6
1604,4
1605,0
1606,1
1607,2
1608,6
1609,5
1610,3
