1,3
2,5
3,2
4,3
5,0
6,3
7,3
8,6
9,4
10,6
11,0
12,3
13,3
14,2
15,2
16,0
17,6
18,1
19,5
20,3
21,2
22,0
23,1
24,3
25,4
26,4
27,3
28,4
29,2
30,0
31,5
32,6
33,3
34,0
35,3
36,6
37,3
38,3
39,4
40,1
41,5
42,2
43,4
44,6
45,3
46,2
47,5
48,6
49,3
50,6
51,1
52,2
53,2
54,0
55,0
56,2
57,1
58,6
59,1
60,3
61,6
62,6
63,2
64,6
65,4
66,5
67,5
68,4
69,0
70,6
71,1
72,3
73,4
74,1
75,6
76,6
77,0
78,2
79,0
80,3
81,6
82,2
83,6
84,0
85,3
86,0
87,0
88,3
89,6
90,6
91,3
92,0
93,3
94,0
95,2
96,2
97,2
98,4
99,2
100,6
101,1
102,3
103,3
104,2
105,5
106,5
107,6
108,1
109,3
110,5
111,2
112,3
113,4
114,0
115,2
116,0
117,2
118,5
119,5
120,3
121,3
122,3
123,6
124,1
125,0
126,2
127,0
128,6
129,5
130,4
131,0
132,4
133,3
134,1
135,2
136,6
137,3
138,2
139,5
140,4
141,2
142,6
143,5
144,3
145,6
146,5
147,1
148,4
149,2
150,6
151,5
152,1
153,6
154,3
155,2
156,3
157,0
158,6
159,6
160,6
161,0
162,4
163,2
164,0
165,1
166,0
167,5
168,3
169,5
170,6
171,0
172,6
173,0
174,5
175,4
176,3
177,2
178,6
179,6
180,6
181,5
182,4
183,5
184,2
185,6
186,1
187,5
188,1
189,2
190,3
191,4
192,5
193,4
194,0
195,1
196,6
197,3
198,0
199,5
200,5
201,2
202,2
203,4
204,0
205,6
206,2
207,0
208,3
209,2
210,5
211,5
212,0
213,0
214,4
215,3
216,4
217,4
218,0
219,1
220,1
221,1
222,2
223,5
224,5
225,6
226,6
227,2
228,2
229,5
230,3
231,2
232,2
233,3
234,4
235,6
236,5
237,5
238,0
239,1
240,1
241,6
242,5
243,3
244,4
245,5
246,3
247,1
248,2
249,0
250,3
251,0
252,6
253,0
254,0
255,4
256,3
257,4
258,5
259,3
260,5
261,3
262,6
263,2
264,2
265,0
266,6
267,0
268,6
269,4
270,2
271,3
272,6
273,6
274,4
275,2
276,0
277,4
278,6
279,3
280,2
281,4
282,1
283,4
284,0
285,3
286,6
287,2
288,1
289,4
290,6
291,6
292,6
293,5
294,4
295,3
296,2
297,1
298,1
299,4
300,4
301,0
302,6
303,0
304,3
305,0
306,3
307,5
308,2
309,3
310,4
311,5
312,6
313,3
314,6
315,5
316,2
317,2
318,3
319,6
320,3
321,6
322,2
323,1
324,6
325,3
326,6
327,4
328,2
329,3
330,6
331,6
332,0
333,1
334,0
335,6
336,1
337,6
338,0
339,4
340,0
341,3
342,3
343,4
344,2
345,4
346,4
347,2
348,1
349,5
350,0
351,6
352,3
353,2
354,1
355,1
356,0
357,3
358,6
359,0
360,2
361,3
362,1
363,6
364,3
365,6
366,5
367,2
368,2
369,0
370,5
371,4
372,4
373,4
374,2
375,0
376,1
377,6
378,4
379,2
380,6
381,4
382,1
383,4
384,0
385,5
386,3
387,2
388,4
389,4
390,5
391,3
392,4
393,5
394,2
395,3
396,3
397,0
398,6
399,3
400,2
401,5
402,0
403,2
404,4
405,3
406,2
407,5
408,1
409,3
410,4
411,1
412,4
413,6
414,6
415,2
416,1
417,4
418,5
419,5
420,3
421,2
422,0
423,1
424,2
425,6
426,3
427,0
428,6
429,3
430,4
431,3
432,6
433,2
434,2
435,1
436,1
437,3
438,6
439,4
440,0
441,5
442,4
443,6
444,6
445,6
446,5
447,6
448,6
449,6
450,2
451,0
452,2
453,4
454,5
455,3
456,3
457,6
458,2
459,5
460,2
461,1
462,5
463,4
464,5
465,6
466,6
467,2
468,4
469,2
470,6
471,4
472,6
473,6
474,6
475,5
476,0
477,0
478,5
479,6
480,1
481,6
482,2
483,3
484,0
485,3
486,4
487,3
488,3
489,3
490,6
491,0
492,5
493,0
494,1
495,2
496,1
497,6
498,6
499,5
500,1
501,1
502,2
503,1
504,2
505,0
506,3
507,0
508,6
509,0
510,3
511,6
512,3
513,6
514,6
515,6
516,5
517,0
518,2
519,5
520,6
521,6
522,5
523,5
524,0
525,6
526,2
527,3
528,0
529,4
530,1
531,5
532,5
533,2
534,3
535,6
536,0
537,5
538,1
539,2
540,2
541,5
542,3
543,1
544,4
545,3
546,2
547,2
548,4
549,5
550,3
551,0
552,5
553,4
554,3
555,6
556,6
557,1
558,4
559,2
560,2
561,0
562,0
563,1
564,6
565,0
566,3
567,1
568,2
569,0
570,6
571,2
572,0
573,2
574,6
575,3
576,5
577,6
578,6
579,6
580,0
581,3
582,4
583,6
584,2
585,5
586,6
587,6
588,5
589,6
590,6
591,2
592,0
593,4
594,1
595,6
596,6
597,5
598,5
599,6
600,1
601,6
602,3
603,3
604,3
605,6
606,3
607,2
608,2
609,4
610,3
611,5
612,2
613,3
614,3
615,4
616,1
617,3
618,3
619,5
620,3
621,4
622,6
623,5
624,2
625,1
626,3
627,3
628,6
629,3
630,6
631,1
632,4
633,3
634,0
635,1
636,3
637,1
638,6
639,2
640,0
